node_a,node_b,datetime
1125,1336,2009-06-29 09:15:40
1125,1080,2009-06-29 09:15:40
1073,1080,2009-06-29 09:15:40
1080,1336,2009-06-29 09:15:40
1337,1336,2009-06-29 09:15:40
1125,1336,2009-06-29 09:16:00
1125,1097,2009-06-29 09:16:00
1125,1097,2009-06-29 09:16:20
1073,1080,2009-06-29 09:16:20
1125,1080,2009-06-29 09:16:40
1125,1097,2009-06-29 09:16:40
1080,1336,2009-06-29 09:16:40
1125,1097,2009-06-29 09:17:00
1125,1073,2009-06-29 09:17:00
1073,1080,2009-06-29 09:17:00
1097,1080,2009-06-29 09:17:00
1125,1073,2009-06-29 09:17:20
1125,1097,2009-06-29 09:17:20
1097,1073,2009-06-29 09:17:20
1073,1336,2009-06-29 09:17:20
1073,1080,2009-06-29 09:17:20
1125,1097,2009-06-29 09:17:40
1125,1097,2009-06-29 09:18:00
1336,1080,2009-06-29 09:18:00
1336,1189,2009-06-29 09:18:00
1189,1336,2009-06-29 09:18:20
1073,1337,2009-06-29 09:18:20
1336,1125,2009-06-29 09:18:20
1189,1336,2009-06-29 09:18:40
1189,1080,2009-06-29 09:18:40
1189,1125,2009-06-29 09:18:40
1073,1337,2009-06-29 09:18:40
1189,1336,2009-06-29 09:19:00
1189,1080,2009-06-29 09:19:00
1189,1125,2009-06-29 09:19:00
1336,1080,2009-06-29 09:19:00
1189,1337,2009-06-29 09:19:20
1189,1125,2009-06-29 09:19:20
1337,1125,2009-06-29 09:19:20
1125,1337,2009-06-29 09:19:40
1125,1080,2009-06-29 09:20:00
1125,1337,2009-06-29 09:20:00
1080,1125,2009-06-29 09:20:20
1125,1337,2009-06-29 09:20:40
1143,1337,2009-06-29 09:20:40
1125,1075,2009-06-29 09:21:00
1125,1093,2009-06-29 09:21:00
1075,1336,2009-06-29 09:21:00
1336,1080,2009-06-29 09:21:20
1336,1075,2009-06-29 09:21:20
1075,1080,2009-06-29 09:21:20
1125,1093,2009-06-29 09:21:20
1075,1080,2009-06-29 09:21:40
1075,1337,2009-06-29 09:21:40
1075,1125,2009-06-29 09:21:40
1080,1337,2009-06-29 09:21:40
1336,1337,2009-06-29 09:21:40
1093,1125,2009-06-29 09:21:40
1075,1080,2009-06-29 09:22:00
1080,1125,2009-06-29 09:22:00
1125,1093,2009-06-29 09:22:00
1075,1125,2009-06-29 09:22:20
1093,1125,2009-06-29 09:22:20
1080,1125,2009-06-29 09:22:40
1093,1125,2009-06-29 09:22:40
1125,1080,2009-06-29 09:23:00
1125,1138,2009-06-29 09:23:00
1125,1093,2009-06-29 09:23:00
1080,1093,2009-06-29 09:23:00
1199,1125,2009-06-29 09:23:20
1138,1125,2009-06-29 09:23:20
1138,1143,2009-06-29 09:23:20
1080,1125,2009-06-29 09:23:20
1080,1143,2009-06-29 09:23:20
1093,1125,2009-06-29 09:23:20
1143,1080,2009-06-29 09:23:40
1080,1125,2009-06-29 09:23:40
1146,1125,2009-06-29 09:23:40
1093,1125,2009-06-29 09:23:40
1146,1125,2009-06-29 09:24:00
1093,1125,2009-06-29 09:24:00
1146,1125,2009-06-29 09:24:20
1093,1125,2009-06-29 09:24:20
1146,1093,2009-06-29 09:24:40
1093,1125,2009-06-29 09:24:40
1093,1125,2009-06-29 09:25:00
1125,1146,2009-06-29 09:25:20
1125,1093,2009-06-29 09:25:20
1138,1337,2009-06-29 09:25:20
1080,1039,2009-06-29 09:25:20
1146,1093,2009-06-29 09:25:20
1039,1080,2009-06-29 09:25:40
1138,1337,2009-06-29 09:25:40
1093,1125,2009-06-29 09:25:40
1164,1093,2009-06-29 09:26:00
1080,1125,2009-06-29 09:26:00
1093,1125,2009-06-29 09:26:00
1164,1125,2009-06-29 09:26:20
1080,1125,2009-06-29 09:26:20
1080,1093,2009-06-29 09:26:20
1093,1125,2009-06-29 09:26:20
1164,1080,2009-06-29 09:26:40
1164,1125,2009-06-29 09:26:40
1080,1125,2009-06-29 09:26:40
1080,1093,2009-06-29 09:26:40
1093,1125,2009-06-29 09:26:40
1164,1080,2009-06-29 09:27:00
1164,1125,2009-06-29 09:27:00
1143,1337,2009-06-29 09:27:00
1080,1125,2009-06-29 09:27:00
1080,1093,2009-06-29 09:27:00
1093,1125,2009-06-29 09:27:00
1164,1125,2009-06-29 09:27:20
1164,1093,2009-06-29 09:27:20
1143,1337,2009-06-29 09:27:20
1093,1125,2009-06-29 09:27:20
1164,1125,2009-06-29 09:27:40
1143,1337,2009-06-29 09:27:40
1093,1125,2009-06-29 09:27:40
1125,1164,2009-06-29 09:28:00
1125,1093,2009-06-29 09:28:20
1164,1142,2009-06-29 09:28:40
1142,1080,2009-06-29 09:28:40
1080,1125,2009-06-29 09:29:00
1080,1142,2009-06-29 09:29:00
1093,1125,2009-06-29 09:29:00
1164,1142,2009-06-29 09:29:20
1125,1080,2009-06-29 09:29:40
1125,1047,2009-06-29 09:29:40
1047,1228,2009-06-29 09:29:40
1164,1142,2009-06-29 09:29:40
1228,1080,2009-06-29 09:29:40
1047,1228,2009-06-29 09:30:00
1080,1125,2009-06-29 09:30:00
1189,1337,2009-06-29 09:30:20
1080,1144,2009-06-29 09:30:20
1080,1125,2009-06-29 09:30:20
1047,1125,2009-06-29 09:30:20
1080,1144,2009-06-29 09:30:40
1337,1199,2009-06-29 09:30:40
1075,1142,2009-06-29 09:31:00
1080,1144,2009-06-29 09:31:00
1337,1336,2009-06-29 09:31:00
1075,1142,2009-06-29 09:31:20
1199,1337,2009-06-29 09:31:20
1107,1125,2009-06-29 09:31:20
1080,1125,2009-06-29 09:31:20
1144,1125,2009-06-29 09:31:20
1107,1125,2009-06-29 09:31:40
1125,1144,2009-06-29 09:31:40
1164,1075,2009-06-29 09:31:40
1199,1337,2009-06-29 09:31:40
1080,1144,2009-06-29 09:31:40
1107,1125,2009-06-29 09:32:00
1125,1109,2009-06-29 09:32:00
1199,1337,2009-06-29 09:32:00
1107,1080,2009-06-29 09:32:20
1107,1125,2009-06-29 09:32:20
1080,1109,2009-06-29 09:32:20
1080,1125,2009-06-29 09:32:20
1073,1138,2009-06-29 09:32:20
1109,1125,2009-06-29 09:32:20
1189,1047,2009-06-29 09:32:40
1080,1109,2009-06-29 09:32:40
1107,1125,2009-06-29 09:32:40
1109,1125,2009-06-29 09:32:40
1125,1080,2009-06-29 09:33:00
1125,1107,2009-06-29 09:33:00
1143,1146,2009-06-29 09:33:20
1107,1125,2009-06-29 09:33:20
1080,1125,2009-06-29 09:33:20
1125,1107,2009-06-29 09:33:40
1125,1103,2009-06-29 09:33:40
1125,1107,2009-06-29 09:34:00
1073,1146,2009-06-29 09:34:00
1228,1199,2009-06-29 09:34:20
1073,1146,2009-06-29 09:34:20
1138,1337,2009-06-29 09:34:20
1080,1125,2009-06-29 09:34:20
1073,1146,2009-06-29 09:34:40
1138,1337,2009-06-29 09:34:40
1337,1146,2009-06-29 09:34:40
1073,1146,2009-06-29 09:35:00
1125,1080,2009-06-29 09:35:20
1125,1210,2009-06-29 09:35:20
1080,1210,2009-06-29 09:35:20
1228,1199,2009-06-29 09:35:40
1039,1138,2009-06-29 09:35:40
1080,1210,2009-06-29 09:35:40
1080,1125,2009-06-29 09:35:40
1210,1125,2009-06-29 09:35:40
1125,1080,2009-06-29 09:36:00
1080,1210,2009-06-29 09:36:00
1125,1210,2009-06-29 09:36:20
1125,1042,2009-06-29 09:36:20
1080,1210,2009-06-29 09:36:20
1042,1080,2009-06-29 09:36:40
1042,1210,2009-06-29 09:36:40
1042,1125,2009-06-29 09:36:40
1080,1210,2009-06-29 09:36:40
1210,1125,2009-06-29 09:36:40
1125,1080,2009-06-29 09:37:00
1125,1210,2009-06-29 09:37:00
1080,1210,2009-06-29 09:37:00
1199,1228,2009-06-29 09:37:20
1063,1080,2009-06-29 09:37:40
1042,1080,2009-06-29 09:37:40
1042,1125,2009-06-29 09:37:40
1080,1125,2009-06-29 09:37:40
1125,1080,2009-06-29 09:38:00
1125,1042,2009-06-29 09:38:00
1125,1063,2009-06-29 09:38:00
1063,1080,2009-06-29 09:38:00
1032,1080,2009-06-29 09:38:00
1228,1199,2009-06-29 09:38:00
1125,1032,2009-06-29 09:38:20
1125,1080,2009-06-29 09:38:20
1063,1080,2009-06-29 09:38:20
1228,1199,2009-06-29 09:38:20
1125,1080,2009-06-29 09:38:40
1125,1032,2009-06-29 09:38:40
1063,1080,2009-06-29 09:38:40
1032,1080,2009-06-29 09:38:40
1125,1032,2009-06-29 09:39:00
1125,1080,2009-06-29 09:39:00
1032,1080,2009-06-29 09:39:00
1125,1080,2009-06-29 09:39:20
1125,1032,2009-06-29 09:39:20
1032,1208,2009-06-29 09:39:20
1228,1199,2009-06-29 09:39:20
1080,1208,2009-06-29 09:39:20
1032,1208,2009-06-29 09:39:40
1032,1125,2009-06-29 09:39:40
1080,1208,2009-06-29 09:39:40
1208,1125,2009-06-29 09:39:40
1032,1210,2009-06-29 09:40:00
1032,1042,2009-06-29 09:40:00
1208,1080,2009-06-29 09:40:00
1208,1125,2009-06-29 09:40:00
1208,1071,2009-06-29 09:40:00
1208,1080,2009-06-29 09:40:20
1208,1125,2009-06-29 09:40:20
1208,1071,2009-06-29 09:40:20
1071,1125,2009-06-29 09:40:20
1125,1071,2009-06-29 09:40:40
1125,1080,2009-06-29 09:41:20
1125,1180,2009-06-29 09:41:40
1080,1180,2009-06-29 09:42:00
1080,1125,2009-06-29 09:42:00
1180,1125,2009-06-29 09:42:00
1180,1080,2009-06-29 09:42:20
1080,1125,2009-06-29 09:42:20
1180,1080,2009-06-29 09:42:40
1189,1138,2009-06-29 09:42:40
1073,1103,2009-06-29 09:42:40
1080,1125,2009-06-29 09:42:40
1180,1125,2009-06-29 09:43:00
1189,1138,2009-06-29 09:43:00
1180,1125,2009-06-29 09:43:20
1180,1143,2009-06-29 09:43:20
1189,1138,2009-06-29 09:43:20
1189,1138,2009-06-29 09:43:40
1080,1125,2009-06-29 09:43:40
1189,1075,2009-06-29 09:44:00
1090,1080,2009-06-29 09:44:00
1090,1125,2009-06-29 09:44:00
1189,1138,2009-06-29 09:44:20
1090,1080,2009-06-29 09:44:20
1090,1125,2009-06-29 09:44:20
1090,1080,2009-06-29 09:44:40
1090,1125,2009-06-29 09:44:40
1189,1138,2009-06-29 09:45:00
1200,1125,2009-06-29 09:45:00
1090,1080,2009-06-29 09:45:00
1090,1125,2009-06-29 09:45:00
1080,1125,2009-06-29 09:45:00
1189,1138,2009-06-29 09:45:20
1200,1125,2009-06-29 09:45:20
1080,1125,2009-06-29 09:45:20
1121,1080,2009-06-29 09:45:40
1121,1125,2009-06-29 09:45:40
1125,1200,2009-06-29 09:45:40
1063,1200,2009-06-29 09:45:40
1200,1080,2009-06-29 09:45:40
1080,1121,2009-06-29 09:46:00
1121,1125,2009-06-29 09:46:00
1189,1073,2009-06-29 09:46:20
1104,1080,2009-06-29 09:46:20
1104,1125,2009-06-29 09:46:20
1080,1121,2009-06-29 09:46:20
1080,1125,2009-06-29 09:46:20
1121,1125,2009-06-29 09:46:20
1080,1125,2009-06-29 09:46:40
1104,1125,2009-06-29 09:46:40
1063,1146,2009-06-29 09:47:00
1104,1125,2009-06-29 09:47:00
1080,1125,2009-06-29 09:47:00
1104,1125,2009-06-29 09:47:20
1080,1125,2009-06-29 09:47:20
1199,1189,2009-06-29 09:47:40
1198,1125,2009-06-29 09:47:40
1092,1125,2009-06-29 09:47:40
1080,1125,2009-06-29 09:47:40
1198,1125,2009-06-29 09:48:00
1092,1125,2009-06-29 09:48:00
1080,1125,2009-06-29 09:48:00
1198,1080,2009-06-29 09:48:20
1198,1125,2009-06-29 09:48:20
1198,1125,2009-06-29 09:48:40
1080,1125,2009-06-29 09:48:40
1198,1125,2009-06-29 09:49:00
1080,1125,2009-06-29 09:49:00
1198,1125,2009-06-29 09:49:20
1198,1146,2009-06-29 09:49:40
1198,1125,2009-06-29 09:49:40
1187,1080,2009-06-29 09:50:00
1187,1125,2009-06-29 09:50:00
1198,1146,2009-06-29 09:50:00
1215,1080,2009-06-29 09:50:00
1215,1125,2009-06-29 09:50:00
1097,1104,2009-06-29 09:50:00
1187,1125,2009-06-29 09:50:20
1198,1146,2009-06-29 09:50:20
1215,1080,2009-06-29 09:50:20
1187,1125,2009-06-29 09:50:40
1198,1146,2009-06-29 09:50:40
1215,1080,2009-06-29 09:50:40
1215,1125,2009-06-29 09:50:40
1187,1080,2009-06-29 09:51:00
1187,1125,2009-06-29 09:51:00
1198,1146,2009-06-29 09:51:00
1080,1125,2009-06-29 09:51:00
1187,1080,2009-06-29 09:51:20
1187,1125,2009-06-29 09:51:20
1199,1228,2009-06-29 09:51:20
1080,1125,2009-06-29 09:51:20
1187,1125,2009-06-29 09:51:40
1337,1125,2009-06-29 09:51:40
1086,1125,2009-06-29 09:52:20
1199,1228,2009-06-29 09:52:40
1080,1125,2009-06-29 09:52:40
1080,1086,2009-06-29 09:52:40
1086,1125,2009-06-29 09:52:40
1047,1337,2009-06-29 09:53:00
1189,1337,2009-06-29 09:53:00
1335,1125,2009-06-29 09:53:00
1337,1121,2009-06-29 09:53:00
1086,1125,2009-06-29 09:53:00
1189,1200,2009-06-29 09:53:20
1335,1080,2009-06-29 09:53:20
1335,1125,2009-06-29 09:53:20
1086,1125,2009-06-29 09:53:20
1080,1125,2009-06-29 09:53:20
1175,1080,2009-06-29 09:53:40
1175,1125,2009-06-29 09:53:40
1189,1210,2009-06-29 09:53:40
1063,1336,2009-06-29 09:53:40
1080,1125,2009-06-29 09:53:40
1175,1125,2009-06-29 09:54:00
1189,1228,2009-06-29 09:54:00
1199,1228,2009-06-29 09:54:00
1080,1125,2009-06-29 09:54:00
1175,1080,2009-06-29 09:54:20
1175,1121,2009-06-29 09:54:20
1175,1125,2009-06-29 09:54:20
1189,1228,2009-06-29 09:54:20
1199,1228,2009-06-29 09:54:20
1336,1080,2009-06-29 09:54:20
1337,1125,2009-06-29 09:54:20
1080,1125,2009-06-29 09:54:20
1189,1228,2009-06-29 09:54:40
1193,1080,2009-06-29 09:54:40
1337,1125,2009-06-29 09:54:40
1336,1080,2009-06-29 09:54:40
1336,1125,2009-06-29 09:54:40
1193,1359,2009-06-29 09:55:00
1337,1125,2009-06-29 09:55:00
1336,1080,2009-06-29 09:55:00
1336,1125,2009-06-29 09:55:00
1336,1359,2009-06-29 09:55:00
1164,1208,2009-06-29 09:55:20
1189,1199,2009-06-29 09:55:20
1193,1080,2009-06-29 09:55:20
1193,1125,2009-06-29 09:55:20
1067,1336,2009-06-29 09:55:20
1359,1336,2009-06-29 09:55:20
1336,1125,2009-06-29 09:55:20
1193,1336,2009-06-29 09:55:40
1193,1080,2009-06-29 09:55:40
1193,1125,2009-06-29 09:55:40
1067,1125,2009-06-29 09:55:40
1334,1336,2009-06-29 09:55:40
1336,1080,2009-06-29 09:55:40
1336,1125,2009-06-29 09:55:40
1180,1125,2009-06-29 09:56:00
1193,1336,2009-06-29 09:56:00
1193,1080,2009-06-29 09:56:00
1334,1336,2009-06-29 09:56:00
1336,1125,2009-06-29 09:56:00
1080,1193,2009-06-29 09:56:20
1080,1334,2009-06-29 09:56:20
1193,1336,2009-06-29 09:56:20
1067,1359,2009-06-29 09:56:20
1334,1336,2009-06-29 09:56:20
1336,1125,2009-06-29 09:56:20
1164,1208,2009-06-29 09:56:40
1067,1359,2009-06-29 09:56:40
1334,1125,2009-06-29 09:56:40
1360,1125,2009-06-29 09:56:40
1164,1142,2009-06-29 09:57:00
1164,1198,2009-06-29 09:57:00
1067,1334,2009-06-29 09:57:00
1067,1359,2009-06-29 09:57:00
1334,1080,2009-06-29 09:57:00
1334,1360,2009-06-29 09:57:00
1334,1125,2009-06-29 09:57:00
1334,1359,2009-06-29 09:57:00
1208,1142,2009-06-29 09:57:00
1360,1125,2009-06-29 09:57:00
1080,1105,2009-06-29 09:57:00
1199,1097,2009-06-29 09:57:20
1199,1143,2009-06-29 09:57:20
1212,1125,2009-06-29 09:57:20
1080,1105,2009-06-29 09:57:20
1067,1334,2009-06-29 09:57:40
1334,1359,2009-06-29 09:57:40
1212,1125,2009-06-29 09:57:40
1080,1105,2009-06-29 09:57:40
1189,1334,2009-06-29 09:58:00
1080,1125,2009-06-29 09:58:00
1189,1360,2009-06-29 09:58:20
1189,1090,2009-06-29 09:58:20
1189,1142,2009-06-29 09:58:20
1199,1142,2009-06-29 09:58:20
1358,1125,2009-06-29 09:58:20
1080,1125,2009-06-29 09:58:20
1189,1360,2009-06-29 09:58:40
1189,1142,2009-06-29 09:58:40
1336,1125,2009-06-29 09:58:40
1358,1080,2009-06-29 09:58:40
1358,1125,2009-06-29 09:58:40
1080,1125,2009-06-29 09:58:40
1189,1360,2009-06-29 09:59:00
1198,1143,2009-06-29 09:59:00
1189,1360,2009-06-29 09:59:20
1189,1142,2009-06-29 09:59:20
1210,1142,2009-06-29 09:59:20
1341,1125,2009-06-29 09:59:20
1360,1142,2009-06-29 09:59:20
1142,1146,2009-06-29 09:59:20
1360,1143,2009-06-29 09:59:40
1041,1125,2009-06-29 10:00:00
1080,1213,2009-06-29 10:00:00
1080,1125,2009-06-29 10:00:00
1080,1125,2009-06-29 10:00:20
1080,1213,2009-06-29 10:00:20
1213,1125,2009-06-29 10:00:20
1164,1142,2009-06-29 10:00:40
1164,1142,2009-06-29 10:01:00
1135,1080,2009-06-29 10:01:00
1135,1125,2009-06-29 10:01:00
1198,1334,2009-06-29 10:01:00
1090,1125,2009-06-29 10:01:00
1177,1125,2009-06-29 10:01:20
1341,1213,2009-06-29 10:01:20
1177,1125,2009-06-29 10:01:40
1155,1135,2009-06-29 10:02:00
1177,1125,2009-06-29 10:02:00
1039,1208,2009-06-29 10:02:20
1080,1051,2009-06-29 10:02:20
1051,1125,2009-06-29 10:02:20
1336,1125,2009-06-29 10:02:20
1177,1125,2009-06-29 10:02:40
1051,1080,2009-06-29 10:02:40
1051,1090,2009-06-29 10:02:40
1155,1135,2009-06-29 10:03:00
1164,1142,2009-06-29 10:03:00
1336,1125,2009-06-29 10:03:00
1155,1135,2009-06-29 10:03:20
1177,1189,2009-06-29 10:03:20
1090,1135,2009-06-29 10:03:20
1336,1125,2009-06-29 10:03:20
1164,1142,2009-06-29 10:03:40
1080,1179,2009-06-29 10:03:40
1164,1142,2009-06-29 10:04:00
1198,1146,2009-06-29 10:04:00
1164,1142,2009-06-29 10:04:20
1080,1179,2009-06-29 10:04:20
1080,1179,2009-06-29 10:04:40
